,investor_id,transaction_date,amfi_code,transaction_type,amount_inr,state,city,city_tier,age_group,gender,annual_income_lakh,payment_mode,kyc_status
20034,INV004733,2024-11-11,118632,SIP,3504,Telangana,Hyderabad,T30,18-25,Male,5.4,UPI,Verified
20035,INV003399,2024-11-11,100033,SIP,5452,Telangana,Hyderabad,T30,26-35,Female,16.0,Mandate,Pending
20036,INV001280,2024-11-11,120507,Lumpsum,544773,Rajasthan,Jaipur,T30,18-25,Male,4.7,Cheque,Verified
20037,INV001969,2024-11-11,149324,SIP,1077,Uttar Pradesh,Kanpur,B30,26-35,Male,9.7,Mandate,Verified
20038,INV001625,2024-11-11,119095,SIP,3417,Uttar Pradesh,Kanpur,B30,46-55,Female,78.2,UPI,Pending
20039,INV003424,2024-11-11,100025,SIP,6012,Madhya Pradesh,Indore,T30,26-35,Female,19.7,Mandate,Verified
20040,INV000024,2024-11-11,102885,Redemption,249621,Delhi,Gurugram,T30,36-45,Female,27.0,Cheque,Verified
20041,INV004444,2024-11-11,125498,SIP,9758,Tamil Nadu,Chennai,T30,56+,Female,19.8,Cheque,Verified
20042,INV000994,2024-11-11,101207,SIP,2996,Maharashtra,Pune,T30,26-35,Female,6.1,Net Banking,Verified
20043,INV003079,2024-11-11,118636,SIP,7432,Gujarat,Surat,T30,26-35,Male,8.5,Mandate,Verified
20044,INV004614,2024-11-11,119093,SIP,7383,Delhi,New Delhi,T30,18-25,Male,7.7,UPI,Verified
20045,INV004415,2024-11-11,118633,SIP,2987,Tamil Nadu,Chennai,T30,26-35,Male,6.3,UPI,Verified
20046,INV002361,2024-11-11,118632,Redemption,160759,Gujarat,Surat,T30,36-45,Male,59.3,UPI,Verified
20047,INV000978,2024-11-11,118635,SIP,8312,West Bengal,Kolkata,T30,26-35,Male,18.6,UPI,Verified
20048,INV000893,2024-11-11,118636,SIP,4047,Punjab,Chandigarh,T30,46-55,Male,35.3,Net Banking,Verified
20049,INV002908,2024-11-11,120503,SIP,2425,Maharashtra,Nashik,B30,36-45,Female,28.9,Cheque,Verified
20050,INV003847,2024-11-11,102887,Lumpsum,370596,Telangana,Hyderabad,T30,26-35,Male,19.7,Net Banking,Pending
20051,INV000013,2024-11-11,118635,Lumpsum,314283,Maharashtra,Nashik,B30,18-25,Male,5.2,UPI,Verified
20052,INV001744,2024-11-11,148567,SIP,51816,Karnataka,Mysore,B30,26-35,Male,15.9,Cheque,Verified
20053,INV004380,2024-11-11,100033,SIP,11783,Gujarat,Surat,T30,36-45,Male,16.6,Cheque,Verified
20054,INV001029,2024-11-11,120842,SIP,1747,Uttar Pradesh,Kanpur,B30,36-45,Male,44.2,UPI,Verified
20055,INV002679,2024-11-11,119599,SIP,520,Uttar Pradesh,Agra,B30,36-45,Male,33.8,Cheque,Verified
20056,INV000487,2024-11-11,125498,SIP,29874,Telangana,Hyderabad,T30,36-45,Male,41.7,Net Banking,Verified
20057,INV004011,2024-11-11,120842,Redemption,276234,Punjab,Amritsar,B30,18-25,Female,5.0,Net Banking,Pending
20058,INV004931,2024-11-11,101206,SIP,1196,Punjab,Chandigarh,T30,26-35,Male,21.7,UPI,Verified
20059,INV004146,2024-11-11,120505,SIP,2638,Uttar Pradesh,Agra,B30,56+,Male,40.7,UPI,Verified
20060,INV001838,2024-11-11,101206,Redemption,174406,Uttar Pradesh,Kanpur,B30,46-55,Male,27.6,UPI,Verified
20061,INV004278,2024-11-11,120844,Lumpsum,171250,Punjab,Chandigarh,T30,26-35,Male,21.8,UPI,Verified
20062,INV003394,2024-11-11,100016,Redemption,183059,West Bengal,Kolkata,T30,26-35,Male,14.6,Cheque,Verified
20063,INV004745,2024-11-11,119093,SIP,467,West Bengal,Kolkata,T30,18-25,Male,5.2,Mandate,Verified
20064,INV003084,2024-11-11,119552,SIP,1777,Haryana,Gurugram,T30,18-25,Female,6.3,Cheque,Verified
20065,INV001727,2024-11-11,118632,Redemption,72368,Gujarat,Surat,T30,46-55,Female,74.1,Mandate,Verified
20066,INV002824,2024-11-11,119120,Redemption,210470,Rajasthan,Jaipur,T30,56+,Male,42.5,UPI,Verified
20067,INV004317,2024-11-11,148569,Redemption,235333,Madhya Pradesh,Indore,T30,36-45,Male,32.6,Cheque,Verified
20068,INV003143,2024-11-11,120507,Redemption,139635,Karnataka,Mysore,B30,18-25,Female,5.9,Cheque,Verified
20069,INV002203,2024-11-11,119551,Lumpsum,62735,Karnataka,Mysore,B30,46-55,Male,25.9,UPI,Verified
20070,INV002527,2024-11-11,120505,SIP,4714,Telangana,Hyderabad,T30,18-25,Male,6.8,Net Banking,Verified
20071,INV002082,2024-11-11,120842,SIP,16522,Telangana,Hyderabad,T30,36-45,Male,59.5,UPI,Verified
20072,INV000506,2024-11-11,118632,SIP,2433,Gujarat,Ahmedabad,T30,36-45,Female,43.0,UPI,Verified
20073,INV003151,2024-11-11,100016,SIP,23641,Tamil Nadu,Coimbatore,B30,56+,Female,69.5,Net Banking,Verified
20074,INV000035,2024-11-11,119092,SIP,836,Gujarat,Ahmedabad,T30,26-35,Male,20.9,Cheque,Verified
20075,INV002904,2024-11-11,119599,SIP,1639,West Bengal,Kolkata,T30,36-45,Male,52.2,Mandate,Verified
20076,INV003823,2024-11-11,120842,SIP,2016,Madhya Pradesh,Indore,T30,26-35,Male,10.5,UPI,Verified
20077,INV004659,2024-11-11,100033,Lumpsum,170135,West Bengal,Kolkata,T30,18-25,Female,3.3,UPI,Verified
20078,INV004450,2024-11-11,101206,SIP,53523,Tamil Nadu,Coimbatore,B30,36-45,Male,16.7,Cheque,Verified
20079,INV004727,2024-11-11,125498,SIP,569,Madhya Pradesh,Indore,T30,36-45,Male,58.8,Cheque,Verified
20080,INV004403,2024-11-11,118632,SIP,2207,West Bengal,Kolkata,T30,26-35,Male,17.6,UPI,Verified
20081,INV003724,2024-11-11,120843,Lumpsum,369462,Punjab,Amritsar,B30,56+,Male,52.5,Cheque,Verified
20082,INV003771,2024-11-11,120504,SIP,13420,Telangana,Hyderabad,T30,46-55,Male,47.6,Net Banking,Verified
20083,INV003211,2024-11-11,120504,Lumpsum,105963,Uttar Pradesh,Lucknow,T30,36-45,Male,55.1,Cheque,Verified
20084,INV003050,2024-11-11,149323,Lumpsum,58455,Maharashtra,Mumbai,T30,18-25,Male,7.2,Cheque,Verified
20085,INV001644,2024-11-11,120506,Lumpsum,376265,Madhya Pradesh,Bhopal,B30,18-25,Female,6.7,Cheque,Pending
20086,INV000904,2024-11-11,120843,Redemption,343825,West Bengal,Kolkata,T30,36-45,Male,55.0,UPI,Verified
20087,INV003450,2024-11-11,120842,SIP,934,Maharashtra,Nashik,B30,18-25,Female,4.2,Cheque,Pending
20088,INV003530,2024-11-11,118636,SIP,26640,Maharashtra,Pune,T30,26-35,Male,9.4,Net Banking,Verified
20089,INV002153,2024-11-11,125498,SIP,570,Maharashtra,Nashik,B30,18-25,Female,3.5,Cheque,Verified
20090,INV000772,2024-11-11,100033,SIP,5203,Karnataka,Bangalore,T30,56+,Female,16.1,Net Banking,Verified
20091,INV001213,2024-11-11,101208,Redemption,465087,Punjab,Amritsar,B30,36-45,Male,57.7,Cheque,Pending
20092,INV000507,2024-11-11,118634,SIP,4014,Gujarat,Ahmedabad,T30,36-45,Male,44.1,Cheque,Verified
20093,INV001683,2024-11-12,120843,SIP,6994,Haryana,Gurugram,T30,26-35,Male,8.7,Net Banking,Verified
20094,INV004984,2024-11-12,102887,SIP,400,Uttar Pradesh,Agra,B30,46-55,Female,78.8,UPI,Pending
20095,INV000279,2024-11-12,119093,SIP,2794,Gujarat,Ahmedabad,T30,26-35,Male,12.4,Mandate,Verified
20096,INV001383,2024-11-12,119552,SIP,2104,Maharashtra,Pune,T30,26-35,Male,18.6,Cheque,Verified
20097,INV003720,2024-11-12,102886,Redemption,214237,Madhya Pradesh,Bhopal,B30,36-45,Female,49.4,Net Banking,Verified
20098,INV000914,2024-11-12,119599,SIP,10567,Karnataka,Mysore,B30,18-25,Male,3.8,Mandate,Verified
20099,INV004756,2024-11-12,148568,SIP,26712,Gujarat,Surat,T30,46-55,Male,41.1,Net Banking,Verified
20100,INV000925,2024-11-12,148569,Redemption,241607,Karnataka,Mysore,B30,18-25,Male,3.6,UPI,Verified
20101,INV002332,2024-11-12,102886,Redemption,26593,Punjab,Chandigarh,T30,26-35,Female,13.4,Cheque,Pending
20102,INV001304,2024-11-12,120844,SIP,45464,Gujarat,Ahmedabad,T30,26-35,Male,21.8,Mandate,Verified
20103,INV002314,2024-11-12,102886,Redemption,75468,Tamil Nadu,Chennai,T30,18-25,Male,3.9,Cheque,Verified
20104,INV001310,2024-11-12,120844,Redemption,89510,Telangana,Hyderabad,T30,46-55,Male,83.6,UPI,Verified
20105,INV004356,2024-11-12,100025,Redemption,528957,West Bengal,Kolkata,T30,36-45,Male,37.3,UPI,Verified
20106,INV000657,2024-11-12,120844,Redemption,80985,Tamil Nadu,Coimbatore,B30,26-35,Female,11.4,Mandate,Verified
20107,INV000226,2024-11-12,119092,SIP,936,West Bengal,Kolkata,T30,36-45,Female,39.3,Net Banking,Verified
20108,INV001062,2024-11-12,120507,SIP,7413,Karnataka,Bangalore,T30,26-35,Male,21.1,UPI,Verified
20109,INV001223,2024-11-12,119094,SIP,571,Punjab,Amritsar,B30,56+,Male,46.0,Mandate,Pending
20110,INV001333,2024-11-12,120505,SIP,2996,Haryana,Faridabad,B30,26-35,Female,19.0,Cheque,Verified
20111,INV000354,2024-11-12,120506,Redemption,374541,Telangana,Hyderabad,T30,26-35,Male,21.2,Net Banking,Verified
20112,INV004763,2024-11-12,120505,SIP,1129,Karnataka,Bangalore,T30,46-55,Female,19.6,Mandate,Verified
20113,INV004353,2024-11-12,125498,Lumpsum,124170,Uttar Pradesh,Agra,B30,56+,Male,31.2,UPI,Verified
20114,INV003146,2024-11-12,119599,SIP,25725,Rajasthan,Udaipur,B30,26-35,Male,20.2,Mandate,Verified
20115,INV002881,2024-11-12,118636,SIP,5138,Uttar Pradesh,Agra,B30,26-35,Female,11.4,Mandate,Verified
20116,INV003533,2024-11-12,118634,SIP,845,Telangana,Hyderabad,T30,56+,Female,11.4,Net Banking,Verified
20117,INV004812,2024-11-12,119551,SIP,17066,Punjab,Amritsar,B30,18-25,Male,4.4,Cheque,Verified
20118,INV004293,2024-11-12,148568,SIP,55656,Rajasthan,Jaipur,T30,36-45,Male,54.9,Net Banking,Verified
20119,INV001021,2024-11-12,119599,SIP,8568,Maharashtra,Mumbai,T30,56+,Male,50.5,Cheque,Verified
20120,INV002110,2024-11-12,119598,SIP,9617,Haryana,Faridabad,B30,26-35,Female,20.8,Net Banking,Verified
20121,INV003619,2024-11-12,100016,Redemption,438774,West Bengal,Kolkata,T30,18-25,Female,3.3,UPI,Pending
20122,INV000388,2024-11-12,119120,SIP,10858,Maharashtra,Nashik,B30,36-45,Male,33.6,UPI,Pending
20123,INV004511,2024-11-12,120506,SIP,537,Gujarat,Ahmedabad,T30,46-55,Female,43.6,UPI,Verified
20124,INV000507,2024-11-12,118634,SIP,22850,Gujarat,Ahmedabad,T30,36-45,Male,44.1,Cheque,Verified
20125,INV001574,2024-11-12,120842,Lumpsum,444151,Maharashtra,Mumbai,T30,36-45,Female,35.7,Mandate,Verified
20126,INV000012,2024-11-12,118634,SIP,3243,Uttar Pradesh,Kanpur,B30,46-55,Male,51.6,Mandate,Verified
20127,INV004073,2024-11-12,100033,SIP,7114,Gujarat,Surat,T30,46-55,Female,32.6,Cheque,Verified
20128,INV003940,2024-11-12,119598,SIP,1042,West Bengal,Kolkata,T30,36-45,Male,21.6,Mandate,Verified
20129,INV003568,2024-11-12,148569,Redemption,43917,Tamil Nadu,Chennai,T30,18-25,Female,5.3,Mandate,Pending
20130,INV003581,2024-11-12,102886,SIP,1973,Tamil Nadu,Coimbatore,B30,56+,Male,15.3,Cheque,Verified
20131,INV001219,2024-11-12,149323,SIP,2004,West Bengal,Kolkata,T30,26-35,Male,18.4,Mandate,Verified
20132,INV003820,2024-11-12,119094,Redemption,356856,Tamil Nadu,Chennai,T30,56+,Male,61.2,Net Banking,Verified
20133,INV001124,2024-11-12,148567,Lumpsum,41798,Madhya Pradesh,Indore,T30,36-45,Male,39.0,UPI,Verified
20134,INV002604,2024-11-12,101208,SIP,2425,Maharashtra,Mumbai,T30,36-45,Female,25.5,UPI,Verified
20135,INV001376,2024-11-12,148569,SIP,908,Gujarat,Surat,T30,26-35,Male,15.8,UPI,Verified
20136,INV002610,2024-11-12,125497,Lumpsum,329412,Tamil Nadu,Coimbatore,B30,36-45,Female,31.7,Mandate,Verified
20137,INV000175,2024-11-12,101208,SIP,4186,Karnataka,Bangalore,T30,26-35,Male,17.3,UPI,Pending
20138,INV002114,2024-11-12,149323,Redemption,338168,Rajasthan,Udaipur,B30,18-25,Female,5.5,Net Banking,Verified
20139,INV004847,2024-11-12,120507,Lumpsum,328205,Maharashtra,Pune,T30,26-35,Female,7.0,Cheque,Verified
20140,INV003144,2024-11-12,120843,Lumpsum,363183,Haryana,Gurugram,T30,36-45,Female,38.0,Cheque,Verified
20141,INV002192,2024-11-12,119093,SIP,1791,Uttar Pradesh,Lucknow,T30,18-25,Male,6.9,UPI,Verified
20142,INV002322,2024-11-12,120504,Lumpsum,309296,Tamil Nadu,Chennai,T30,18-25,Male,3.3,Net Banking,Pending
20143,INV001775,2024-11-12,100033,SIP,2194,Uttar Pradesh,Kanpur,B30,26-35,Female,8.3,Net Banking,Verified
20144,INV003747,2024-11-12,125497,SIP,15326,Madhya Pradesh,Indore,T30,26-35,Female,21.7,UPI,Verified
20145,INV004680,2024-11-12,118636,SIP,5697,Punjab,Chandigarh,T30,36-45,Male,26.8,Net Banking,Verified
20146,INV003240,2024-11-12,149323,Redemption,363996,Haryana,Gurugram,T30,26-35,Male,21.7,Cheque,Verified
20147,INV003766,2024-11-12,100033,SIP,2700,West Bengal,Kolkata,T30,36-45,Male,52.3,Cheque,Verified
20148,INV002291,2024-11-12,101206,SIP,814,Telangana,Hyderabad,T30,26-35,Male,8.2,Cheque,Verified
20149,INV004289,2024-11-12,119552,SIP,4738,Karnataka,Bangalore,T30,26-35,Male,14.8,Cheque,Verified
20150,INV002950,2024-11-12,148567,SIP,1082,Madhya Pradesh,Indore,T30,46-55,Female,37.4,Cheque,Verified
20151,INV000045,2024-11-12,119095,SIP,26088,Uttar Pradesh,Lucknow,T30,36-45,Male,26.2,Net Banking,Verified
20152,INV000691,2024-11-12,149323,Lumpsum,145261,Tamil Nadu,Chennai,T30,18-25,Female,7.8,UPI,Verified
20153,INV004147,2024-11-12,100025,SIP,17357,Madhya Pradesh,Bhopal,B30,26-35,Female,10.1,Cheque,Verified
20154,INV000091,2024-11-12,120504,Lumpsum,30874,Haryana,Gurugram,T30,26-35,Male,14.6,Cheque,Verified
20155,INV001249,2024-11-12,125497,SIP,53270,Maharashtra,Mumbai,T30,26-35,Female,16.4,UPI,Verified
20156,INV001023,2024-11-12,118632,SIP,7034,Gujarat,Ahmedabad,T30,36-45,Male,27.1,UPI,Verified
20157,INV000711,2024-11-12,101208,Redemption,350703,Karnataka,Bangalore,T30,56+,Male,28.3,Mandate,Verified
20158,INV000793,2024-11-12,149324,SIP,6404,West Bengal,Kolkata,T30,26-35,Female,8.4,UPI,Pending
20159,INV002701,2024-11-12,102885,SIP,436,Rajasthan,Jaipur,T30,26-35,Male,11.6,Cheque,Pending
20160,INV003943,2024-11-12,120505,Lumpsum,249967,Telangana,Hyderabad,T30,46-55,Male,46.2,UPI,Verified
20161,INV004818,2024-11-12,120505,Lumpsum,207568,Maharashtra,Pune,T30,26-35,Male,23.5,Mandate,Pending
20162,INV001122,2024-11-12,101206,SIP,418,Maharashtra,Mumbai,T30,46-55,Female,18.3,Mandate,Verified
20163,INV000990,2024-11-12,120504,SIP,3291,West Bengal,Kolkata,T30,56+,Male,32.4,Mandate,Verified
20164,INV002666,2024-11-12,120843,SIP,2633,Madhya Pradesh,Bhopal,B30,46-55,Female,93.7,Cheque,Verified
20165,INV002041,2024-11-12,101206,SIP,4564,Madhya Pradesh,Indore,T30,26-35,Male,21.9,UPI,Verified
20166,INV004569,2024-11-12,148567,Lumpsum,384628,Tamil Nadu,Coimbatore,B30,36-45,Male,47.3,Net Banking,Verified
20167,INV004819,2024-11-12,118633,SIP,452,Telangana,Hyderabad,T30,26-35,Female,14.8,Mandate,Pending
20168,INV004896,2024-11-13,148568,SIP,2513,Uttar Pradesh,Agra,B30,18-25,Female,3.5,UPI,Verified
20169,INV004333,2024-11-13,120503,SIP,6434,Telangana,Hyderabad,T30,36-45,Female,14.8,Mandate,Verified
20170,INV002950,2024-11-13,100033,SIP,23314,Madhya Pradesh,Indore,T30,46-55,Female,37.4,Cheque,Verified
20171,INV004388,2024-11-13,120507,Redemption,450112,Gujarat,Surat,T30,26-35,Female,10.3,Mandate,Verified
20172,INV000709,2024-11-13,119120,Redemption,488966,Telangana,Hyderabad,T30,26-35,Female,13.6,UPI,Verified
20173,INV002114,2024-11-13,119095,Lumpsum,21198,Rajasthan,Udaipur,B30,18-25,Female,5.5,Cheque,Verified
20174,INV004537,2024-11-13,119551,SIP,7586,Delhi,New Delhi,T30,18-25,Female,5.9,Mandate,Verified
20175,INV001179,2024-11-13,120844,Lumpsum,44704,Madhya Pradesh,Bhopal,B30,26-35,Male,18.7,UPI,Verified
20176,INV004201,2024-11-13,101207,Redemption,324487,Telangana,Hyderabad,T30,36-45,Male,20.2,UPI,Verified
20177,INV003313,2024-11-13,149324,Lumpsum,169869,Delhi,Noida,T30,26-35,Male,16.1,Net Banking,Verified
20178,INV000759,2024-11-13,119551,Lumpsum,224301,Gujarat,Ahmedabad,T30,26-35,Male,7.6,Mandate,Verified
20179,INV001539,2024-11-13,120506,SIP,2856,Madhya Pradesh,Indore,T30,36-45,Male,32.1,Cheque,Verified
20180,INV000263,2024-11-13,118632,Lumpsum,204278,Madhya Pradesh,Bhopal,B30,56+,Male,21.8,Cheque,Verified
20181,INV002324,2024-11-13,102887,Redemption,290042,Karnataka,Bangalore,T30,26-35,Male,16.2,UPI,Verified
20182,INV003252,2024-11-13,125498,SIP,4316,Tamil Nadu,Chennai,T30,46-55,Male,95.5,Mandate,Verified
20183,INV002685,2024-11-13,120504,Lumpsum,134773,Madhya Pradesh,Bhopal,B30,18-25,Male,3.7,UPI,Verified
20184,INV004855,2024-11-13,119120,Lumpsum,133264,Madhya Pradesh,Bhopal,B30,36-45,Female,49.4,UPI,Verified
20185,INV002098,2024-11-13,118633,Lumpsum,88363,Gujarat,Ahmedabad,T30,26-35,Male,15.6,Mandate,Verified
20186,INV001830,2024-11-13,118636,SIP,2822,Karnataka,Bangalore,T30,26-35,Male,6.2,Mandate,Verified
20187,INV000552,2024-11-13,101207,SIP,14869,Uttar Pradesh,Lucknow,T30,36-45,Female,35.8,Cheque,Verified
20188,INV000887,2024-11-13,149322,SIP,50095,Tamil Nadu,Coimbatore,B30,36-45,Male,53.9,Net Banking,Verified
20189,INV002373,2024-11-13,125497,Lumpsum,392604,Maharashtra,Pune,T30,36-45,Male,56.3,Net Banking,Verified
20190,INV000244,2024-11-13,118633,Redemption,243047,Telangana,Hyderabad,T30,26-35,Male,24.9,Net Banking,Pending
20191,INV001025,2024-11-13,120503,SIP,2276,Maharashtra,Pune,T30,18-25,Male,5.7,Net Banking,Verified
20192,INV003617,2024-11-13,149323,SIP,8805,Maharashtra,Pune,T30,36-45,Male,39.0,Net Banking,Verified
20193,INV004910,2024-11-13,119120,Lumpsum,397969,Karnataka,Mysore,B30,26-35,Female,22.7,Cheque,Verified
20194,INV002202,2024-11-13,118636,SIP,1051,Madhya Pradesh,Indore,T30,18-25,Female,7.1,Cheque,Verified
20195,INV000834,2024-11-13,101207,SIP,2008,Uttar Pradesh,Agra,B30,18-25,Female,6.6,UPI,Verified
20196,INV004439,2024-11-13,120842,Lumpsum,280154,Haryana,Faridabad,B30,26-35,Male,8.6,Cheque,Verified
20197,INV002270,2024-11-13,120842,Redemption,105223,Madhya Pradesh,Indore,T30,46-55,Female,23.9,Cheque,Verified
20198,INV003462,2024-11-13,149324,SIP,6435,Rajasthan,Jaipur,T30,26-35,Female,24.3,UPI,Verified
20199,INV004361,2024-11-13,101208,SIP,2857,Haryana,Faridabad,B30,26-35,Female,18.4,UPI,Verified
20200,INV004687,2024-11-13,119551,Lumpsum,450329,Madhya Pradesh,Bhopal,B30,36-45,Female,15.1,Cheque,Pending
20201,INV000581,2024-11-13,149324,SIP,29223,Tamil Nadu,Coimbatore,B30,36-45,Male,26.4,Net Banking,Verified
20202,INV001186,2024-11-13,119094,Redemption,565126,Maharashtra,Pune,T30,26-35,Male,19.8,UPI,Verified
20203,INV004974,2024-11-13,119093,SIP,2484,Gujarat,Ahmedabad,T30,56+,Female,62.6,Mandate,Verified
20204,INV003242,2024-11-13,120844,Lumpsum,28511,Punjab,Chandigarh,T30,26-35,Female,18.1,Net Banking,Verified
20205,INV002834,2024-11-13,120841,Redemption,530290,West Bengal,Kolkata,T30,18-25,Male,6.9,Mandate,Verified
20206,INV004130,2024-11-13,101207,Redemption,292405,Punjab,Amritsar,B30,36-45,Male,57.9,Cheque,Verified
20207,INV000239,2024-11-13,120503,SIP,875,Punjab,Amritsar,B30,36-45,Female,13.2,Mandate,Verified
20208,INV001314,2024-11-13,100016,SIP,6208,Gujarat,Ahmedabad,T30,26-35,Female,19.2,Cheque,Verified
20209,INV000531,2024-11-13,120505,SIP,11643,Delhi,Gurugram,T30,56+,Male,64.9,Net Banking,Verified
20210,INV003978,2024-11-13,118636,SIP,2233,Telangana,Hyderabad,T30,26-35,Female,6.2,UPI,Verified
20211,INV001314,2024-11-13,119094,SIP,48898,Gujarat,Ahmedabad,T30,26-35,Female,19.2,Cheque,Verified
20212,INV002302,2024-11-13,100016,Lumpsum,10954,West Bengal,Kolkata,T30,26-35,Male,10.1,UPI,Verified
20213,INV001514,2024-11-13,120504,SIP,11262,Delhi,Gurugram,T30,46-55,Male,75.8,Net Banking,Verified
20214,INV000241,2024-11-13,125498,Redemption,125453,Telangana,Hyderabad,T30,26-35,Female,16.5,Mandate,Verified
20215,INV000433,2024-11-13,119094,SIP,8521,Punjab,Amritsar,B30,36-45,Male,56.4,Cheque,Verified
20216,INV001219,2024-11-13,120507,SIP,8458,West Bengal,Kolkata,T30,26-35,Male,18.4,Cheque,Verified
20217,INV003235,2024-11-13,118633,SIP,502,Haryana,Faridabad,B30,56+,Male,19.0,Mandate,Verified
20218,INV004265,2024-11-13,125497,Redemption,268888,Punjab,Amritsar,B30,18-25,Male,7.6,Mandate,Verified
20219,INV000020,2024-11-13,119598,Lumpsum,383395,Delhi,Noida,T30,36-45,Female,17.0,Cheque,Pending
20220,INV004987,2024-11-13,125497,Lumpsum,411086,Telangana,Hyderabad,T30,46-55,Male,37.1,Cheque,Pending
20221,INV001886,2024-11-13,120507,SIP,20611,Haryana,Gurugram,T30,18-25,Male,7.7,Cheque,Verified
20222,INV000479,2024-11-13,125497,SIP,44344,Maharashtra,Pune,T30,18-25,Male,4.2,Cheque,Verified
20223,INV003936,2024-11-13,148568,Redemption,92429,Punjab,Chandigarh,T30,36-45,Male,19.8,Net Banking,Verified
20224,INV001730,2024-11-13,125498,SIP,22227,Telangana,Hyderabad,T30,26-35,Male,13.0,Net Banking,Verified
20225,INV003751,2024-11-13,120843,Lumpsum,268369,Delhi,New Delhi,T30,26-35,Male,14.1,Mandate,Verified
20226,INV003789,2024-11-13,119094,Lumpsum,218218,Rajasthan,Udaipur,B30,36-45,Male,29.9,Mandate,Verified
20227,INV002013,2024-11-13,119551,SIP,8877,Rajasthan,Jaipur,T30,46-55,Male,30.2,Mandate,Verified
20228,INV001974,2024-11-13,119094,Lumpsum,288388,Tamil Nadu,Chennai,T30,56+,Male,64.3,Cheque,Verified
20229,INV001044,2024-11-13,118635,SIP,1007,Gujarat,Surat,T30,26-35,Male,14.5,Cheque,Verified
20230,INV000287,2024-11-13,120844,SIP,908,Uttar Pradesh,Kanpur,B30,56+,Female,15.9,Cheque,Verified
20231,INV002346,2024-11-13,100033,Redemption,16262,Maharashtra,Mumbai,T30,36-45,Male,54.5,Cheque,Verified
20232,INV003593,2024-11-13,120841,SIP,15083,Karnataka,Bangalore,T30,26-35,Female,21.6,UPI,Verified
20233,INV003157,2024-11-13,120842,SIP,3126,Maharashtra,Pune,T30,36-45,Male,44.7,UPI,Verified
20234,INV004180,2024-11-13,120504,SIP,8445,Madhya Pradesh,Bhopal,B30,26-35,Male,17.2,Cheque,Verified
20235,INV000544,2024-11-13,101207,SIP,1197,Madhya Pradesh,Bhopal,B30,18-25,Male,3.6,Net Banking,Verified
20236,INV002186,2024-11-13,119598,SIP,1893,Haryana,Faridabad,B30,18-25,Female,7.9,UPI,Verified
20237,INV002185,2024-11-13,119552,SIP,17713,Punjab,Chandigarh,T30,26-35,Male,21.0,Mandate,Verified
20238,INV000658,2024-11-14,119094,SIP,46253,Gujarat,Ahmedabad,T30,26-35,Male,14.1,Mandate,Verified
20239,INV004380,2024-11-14,119552,Redemption,23568,Gujarat,Surat,T30,36-45,Male,16.6,Mandate,Verified
20240,INV003261,2024-11-14,119552,SIP,2927,Punjab,Amritsar,B30,26-35,Male,10.5,Net Banking,Verified
20241,INV000220,2024-11-14,119092,Lumpsum,196315,Uttar Pradesh,Lucknow,T30,36-45,Male,48.1,Cheque,Verified
20242,INV000856,2024-11-14,125497,SIP,2349,Madhya Pradesh,Indore,T30,26-35,Male,24.8,Cheque,Verified
20243,INV001025,2024-11-14,120504,SIP,1174,Maharashtra,Pune,T30,18-25,Male,5.7,UPI,Verified
20244,INV002275,2024-11-14,118636,Lumpsum,281689,Maharashtra,Mumbai,T30,18-25,Male,7.1,UPI,Verified
20245,INV001116,2024-11-14,148568,SIP,814,Haryana,Faridabad,B30,36-45,Male,17.8,Net Banking,Verified
20246,INV002700,2024-11-14,120506,Redemption,49358,Tamil Nadu,Coimbatore,B30,26-35,Male,8.1,UPI,Verified
20247,INV000192,2024-11-14,125497,Redemption,448844,Haryana,Faridabad,B30,26-35,Male,24.4,Net Banking,Verified
20248,INV002944,2024-11-14,119551,Lumpsum,482809,Karnataka,Mysore,B30,36-45,Female,28.1,Net Banking,Verified
20249,INV004820,2024-11-14,119094,Lumpsum,339263,Punjab,Chandigarh,T30,26-35,Male,10.4,Net Banking,Verified
20250,INV002261,2024-11-14,120505,SIP,490,Uttar Pradesh,Kanpur,B30,18-25,Male,5.0,UPI,Verified
20251,INV001020,2024-11-14,100016,Lumpsum,446646,Maharashtra,Mumbai,T30,26-35,Female,13.5,UPI,Verified
20252,INV000651,2024-11-14,125498,Redemption,132885,Delhi,New Delhi,T30,18-25,Male,6.0,Cheque,Verified
20253,INV004519,2024-11-14,101208,Lumpsum,149035,Tamil Nadu,Coimbatore,B30,18-25,Female,6.2,Mandate,Verified
20254,INV004845,2024-11-14,118633,Lumpsum,389605,West Bengal,Kolkata,T30,18-25,Male,7.5,Net Banking,Verified
20255,INV002488,2024-11-14,102885,SIP,53790,Delhi,Gurugram,T30,26-35,Male,12.2,UPI,Verified
20256,INV001241,2024-11-14,119120,Redemption,78479,Tamil Nadu,Chennai,T30,36-45,Female,18.3,Mandate,Verified
20257,INV001943,2024-11-14,118636,SIP,1021,West Bengal,Kolkata,T30,56+,Female,28.3,Mandate,Verified
20258,INV002104,2024-11-14,118636,SIP,537,Maharashtra,Mumbai,T30,26-35,Female,15.0,UPI,Verified
20259,INV002896,2024-11-14,120842,Lumpsum,50619,Maharashtra,Nashik,B30,26-35,Male,21.5,Mandate,Verified
20260,INV002767,2024-11-14,125498,SIP,524,Madhya Pradesh,Indore,T30,26-35,Male,10.8,Cheque,Verified
