investor_id,gap_days,status
INV001936,33.0,Healthy
INV001937,60.42857142857143,At-Risk
INV001938,43.0,At-Risk
INV001939,,Healthy
INV001940,98.25,At-Risk
INV001942,,Healthy
INV001943,74.4,At-Risk
INV001944,101.75,At-Risk
INV001945,88.0,At-Risk
INV001946,120.0,At-Risk
INV001947,,Healthy
INV001948,221.5,At-Risk
INV001949,,Healthy
INV001950,60.166666666666664,At-Risk
INV001951,58.833333333333336,At-Risk
INV001952,289.0,At-Risk
INV001954,86.8,At-Risk
INV001955,76.0,At-Risk
INV001956,158.66666666666666,At-Risk
INV001957,41.0,At-Risk
INV001959,56.0,At-Risk
INV001960,185.0,At-Risk
INV001961,83.4,At-Risk
INV001962,86.75,At-Risk
INV001963,27.0,Healthy
INV001964,,Healthy
INV001965,,Healthy
INV001966,191.0,At-Risk
INV001967,10.75,Healthy
INV001968,61.666666666666664,At-Risk
INV001969,79.2,At-Risk
INV001970,,Healthy
INV001971,54.714285714285715,At-Risk
INV001972,42.42857142857143,At-Risk
INV001973,,Healthy
INV001974,178.0,At-Risk
INV001975,,Healthy
INV001976,100.0,At-Risk
INV001977,108.5,At-Risk
INV001978,83.2,At-Risk
INV001979,55.4,At-Risk
INV001980,213.5,At-Risk
INV001981,,Healthy
INV001982,85.8,At-Risk
INV001983,120.25,At-Risk
INV001984,,Healthy
INV001985,101.0,At-Risk
INV001986,47.666666666666664,At-Risk
INV001987,67.0,At-Risk
INV001988,,Healthy
INV001989,89.5,At-Risk
INV001990,45.285714285714285,At-Risk
INV001991,,Healthy
INV001992,135.33333333333334,At-Risk
INV001993,56.6,At-Risk
INV001994,,Healthy
INV001995,48.6,At-Risk
INV001996,,Healthy
INV001997,88.6,At-Risk
INV001998,94.25,At-Risk
INV001999,62.666666666666664,At-Risk
INV002000,80.0,At-Risk
INV002001,84.8,At-Risk
INV002002,109.0,At-Risk
INV002003,152.0,At-Risk
INV002004,,Healthy
INV002005,108.5,At-Risk
INV002006,73.6,At-Risk
INV002007,124.0,At-Risk
INV002008,86.0,At-Risk
INV002009,,Healthy
INV002010,74.6,At-Risk
INV002011,111.33333333333333,At-Risk
INV002012,86.0,At-Risk
INV002013,93.0,At-Risk
INV002014,92.5,At-Risk
INV002015,402.0,At-Risk
INV002016,88.0,At-Risk
INV002017,44.666666666666664,At-Risk
INV002018,63.6,At-Risk
INV002019,68.8,At-Risk
INV002020,,Healthy
INV002021,277.0,At-Risk
INV002022,84.33333333333333,At-Risk
INV002023,258.0,At-Risk
INV002024,,Healthy
INV002025,55.833333333333336,At-Risk
INV002026,100.0,At-Risk
INV002027,197.5,At-Risk
INV002028,,Healthy
INV002029,,Healthy
INV002030,126.66666666666667,At-Risk
INV002031,,Healthy
INV002032,26.0,Healthy
INV002033,55.0,At-Risk
INV002034,69.0,At-Risk
INV002035,195.0,At-Risk
INV002036,30.25,Healthy
INV002037,33.2,Healthy
INV002038,84.0,At-Risk
INV002039,140.0,At-Risk
INV002040,65.66666666666667,At-Risk
INV002041,88.0,At-Risk
INV002042,55.5,At-Risk
INV002043,48.5,At-Risk
INV002044,159.0,At-Risk
INV002045,108.75,At-Risk
INV002046,,Healthy
INV002047,134.66666666666666,At-Risk
INV002048,,Healthy
INV002049,132.33333333333334,At-Risk
INV002050,183.5,At-Risk
INV002051,78.6,At-Risk
INV002052,44.166666666666664,At-Risk
INV002053,21.0,Healthy
INV002054,78.5,At-Risk
INV002055,120.33333333333333,At-Risk
INV002056,242.0,At-Risk
INV002057,,Healthy
INV002058,,Healthy
INV002059,268.0,At-Risk
INV002060,79.0,At-Risk
INV002061,104.0,At-Risk
INV002063,73.0,At-Risk
INV002064,,Healthy
INV002065,163.33333333333334,At-Risk
INV002066,129.5,At-Risk
INV002067,69.0,At-Risk
INV002068,221.0,At-Risk
INV002069,47.55555555555556,At-Risk
INV002070,81.33333333333333,At-Risk
INV002071,,Healthy
INV002072,133.5,At-Risk
INV002073,160.5,At-Risk
INV002074,109.0,At-Risk
INV002075,82.75,At-Risk
INV002076,,Healthy
INV002077,47.25,At-Risk
INV002078,54.0,At-Risk
INV002079,92.0,At-Risk
INV002080,117.75,At-Risk
INV002081,47.0,At-Risk
INV002082,34.0,Healthy
INV002083,51.666666666666664,At-Risk
INV002084,,Healthy
INV002085,65.0,At-Risk
INV002087,88.25,At-Risk
INV002088,104.5,At-Risk
INV002089,106.5,At-Risk
INV002090,90.2,At-Risk
INV002091,,Healthy
INV002092,33.5,Healthy
INV002093,47.666666666666664,At-Risk
INV002094,178.0,At-Risk
INV002095,139.0,At-Risk
INV002096,159.5,At-Risk
INV002097,,Healthy
INV002098,54.333333333333336,At-Risk
INV002099,41.0,At-Risk
INV002101,80.2,At-Risk
INV002102,44.8,At-Risk
INV002103,58.0,At-Risk
INV002104,100.0,At-Risk
INV002106,118.66666666666667,At-Risk
INV002107,71.14285714285714,At-Risk
INV002108,164.5,At-Risk
INV002109,,Healthy
INV002110,79.0,At-Risk
INV002111,62.42857142857143,At-Risk
INV002112,88.5,At-Risk
INV002113,126.0,At-Risk
INV002114,,Healthy
INV002115,153.33333333333334,At-Risk
INV002116,41.0,At-Risk
INV002117,59.75,At-Risk
INV002118,,Healthy
INV002119,78.0,At-Risk
INV002120,109.5,At-Risk
INV002121,68.5,At-Risk
INV002122,40.333333333333336,At-Risk
INV002123,134.0,At-Risk
INV002124,82.0,At-Risk
INV002125,45.0,At-Risk
INV002126,97.25,At-Risk
INV002127,60.2,At-Risk
INV002128,140.0,At-Risk
INV002129,136.5,At-Risk
INV002130,89.0,At-Risk
INV002131,106.5,At-Risk
INV002132,2.0,Healthy
INV002133,139.66666666666666,At-Risk
INV002134,82.66666666666667,At-Risk
INV002135,94.0,At-Risk
INV002136,183.0,At-Risk
INV002137,71.0,At-Risk
INV002138,91.8,At-Risk
INV002139,146.66666666666666,At-Risk
INV002140,162.0,At-Risk
INV002141,69.33333333333333,At-Risk
INV002142,45.5,At-Risk
INV002143,63.57142857142857,At-Risk
INV002144,182.5,At-Risk
INV002145,169.0,At-Risk
INV002146,175.0,At-Risk
INV002147,,Healthy
INV002148,129.33333333333334,At-Risk
INV002149,42.285714285714285,At-Risk
INV002150,73.6,At-Risk
INV002151,60.375,At-Risk
INV002152,147.66666666666666,At-Risk
INV002153,67.83333333333333,At-Risk
INV002154,89.4,At-Risk
INV002155,78.0,At-Risk
INV002156,196.0,At-Risk
INV002157,58.5,At-Risk
INV002158,85.0,At-Risk
INV002159,65.0,At-Risk
INV002160,,Healthy
INV002161,176.0,At-Risk
INV002162,58.375,At-Risk
INV002163,306.0,At-Risk
INV002164,91.0,At-Risk
INV002165,,Healthy
INV002166,99.2,At-Risk
INV002167,136.0,At-Risk
INV002168,251.5,At-Risk
INV002169,,Healthy
INV002170,159.5,At-Risk
INV002171,55.833333333333336,At-Risk
INV002172,141.0,At-Risk
INV002173,148.0,At-Risk
INV002174,143.33333333333334,At-Risk
INV002175,,Healthy
INV002176,75.75,At-Risk
INV002177,73.0,At-Risk
INV002178,66.42857142857143,At-Risk
INV002179,54.142857142857146,At-Risk
INV002180,154.0,At-Risk
INV002181,,Healthy
INV002182,70.5,At-Risk
INV002183,146.5,At-Risk
INV002184,118.0,At-Risk
INV002185,48.4,At-Risk
INV002186,74.83333333333333,At-Risk
INV002187,67.83333333333333,At-Risk
INV002188,30.0,Healthy
INV002189,84.75,At-Risk
INV002190,175.0,At-Risk
INV002191,125.0,At-Risk
INV002192,80.0,At-Risk
INV002193,,Healthy
INV002194,,Healthy
INV002195,49.25,At-Risk
INV002196,62.142857142857146,At-Risk
INV002197,28.5,Healthy
INV002198,43.0,At-Risk
INV002199,50.833333333333336,At-Risk
INV002200,139.33333333333334,At-Risk
INV002201,96.5,At-Risk
INV002202,70.42857142857143,At-Risk
INV002204,280.0,At-Risk
INV002205,142.0,At-Risk
INV002206,49.0,At-Risk
INV002207,145.66666666666666,At-Risk
INV002208,71.33333333333333,At-Risk
INV002209,271.0,At-Risk
INV002211,63.833333333333336,At-Risk
INV002212,121.0,At-Risk
INV002213,62.0,At-Risk
INV002214,79.75,At-Risk
INV002215,83.66666666666667,At-Risk
INV002216,61.714285714285715,At-Risk
INV002217,117.5,At-Risk
INV002218,67.8,At-Risk
INV002219,70.85714285714286,At-Risk
INV002220,63.0,At-Risk
INV002222,,Healthy
INV002223,390.0,At-Risk
INV002224,55.5,At-Risk
INV002225,88.33333333333333,At-Risk
INV002226,22.0,Healthy
INV002227,23.666666666666668,Healthy
INV002228,68.6,At-Risk
INV002229,64.6,At-Risk
INV002230,57.57142857142857,At-Risk
INV002232,69.16666666666667,At-Risk
INV002233,,Healthy
INV002234,110.66666666666667,At-Risk
INV002235,97.0,At-Risk
INV002236,73.66666666666667,At-Risk
INV002237,51.666666666666664,At-Risk
INV002238,118.0,At-Risk
INV002239,226.5,At-Risk
INV002240,77.83333333333333,At-Risk
INV002241,65.66666666666667,At-Risk
INV002242,127.33333333333333,At-Risk
INV002243,229.5,At-Risk
INV002244,101.75,At-Risk
INV002245,127.33333333333333,At-Risk
INV002246,,Healthy
INV002247,33.0,Healthy
INV002248,56.5,At-Risk
INV002249,70.75,At-Risk
INV002250,43.75,At-Risk
INV002251,62.6,At-Risk
INV002252,68.25,At-Risk
INV002253,,Healthy
INV002255,78.5,At-Risk
INV002256,75.6,At-Risk
INV002257,273.0,At-Risk
INV002258,93.33333333333333,At-Risk
INV002259,45.333333333333336,At-Risk
INV002260,77.8,At-Risk
INV002261,82.0,At-Risk
INV002262,49.5,At-Risk
INV002264,94.25,At-Risk
INV002265,63.166666666666664,At-Risk
INV002266,276.0,At-Risk
INV002267,43.25,At-Risk
INV002268,,Healthy
INV002269,380.0,At-Risk
INV002270,102.33333333333333,At-Risk
INV002271,78.33333333333333,At-Risk
INV002272,,Healthy
INV002273,137.0,At-Risk
INV002274,99.5,At-Risk
INV002275,96.5,At-Risk
INV002276,104.75,At-Risk
INV002277,67.33333333333333,At-Risk
INV002278,474.0,At-Risk
INV002279,92.0,At-Risk
INV002280,71.66666666666667,At-Risk
INV002281,120.75,At-Risk
INV002282,53.2,At-Risk
INV002283,92.0,At-Risk
INV002284,85.0,At-Risk
INV002285,6.0,Healthy
INV002286,52.666666666666664,At-Risk
INV002287,125.5,At-Risk
INV002288,97.0,At-Risk
INV002290,61.6,At-Risk
INV002291,51.5,At-Risk
INV002292,91.25,At-Risk
INV002294,48.714285714285715,At-Risk
INV002295,64.5,At-Risk
INV002296,,Healthy
INV002297,260.0,At-Risk
INV002298,23.2,Healthy
INV002299,83.0,At-Risk
INV002300,114.66666666666667,At-Risk
INV002301,,Healthy
INV002302,52.333333333333336,At-Risk
INV002304,42.55555555555556,At-Risk
INV002306,116.0,At-Risk
INV002307,85.5,At-Risk
INV002308,72.5,At-Risk
INV002309,0.0,Healthy
INV002310,87.0,At-Risk
INV002311,331.0,At-Risk
INV002312,127.33333333333333,At-Risk
INV002314,181.0,At-Risk
INV002315,71.83333333333333,At-Risk
INV002316,300.0,At-Risk
INV002317,,Healthy
INV002318,413.0,At-Risk
INV002319,60.0,At-Risk
INV002320,,Healthy
INV002321,,Healthy
INV002322,63.4,At-Risk
INV002323,84.75,At-Risk
INV002324,61.666666666666664,At-Risk
INV002325,112.0,At-Risk
INV002326,103.25,At-Risk
INV002327,76.4,At-Risk
INV002328,137.0,At-Risk
INV002329,57.0,At-Risk
INV002330,30.666666666666668,Healthy
INV002332,133.33333333333334,At-Risk
INV002333,63.0,At-Risk
INV002334,148.0,At-Risk
INV002335,,Healthy
INV002336,,Healthy
INV002337,,Healthy
INV002338,93.25,At-Risk
INV002339,51.5,At-Risk
INV002341,52.333333333333336,At-Risk
INV002342,74.2,At-Risk
INV002343,57.75,At-Risk
INV002344,87.0,At-Risk
INV002345,81.5,At-Risk
INV002346,42.0,At-Risk
INV002347,40.5,At-Risk
INV002348,94.4,At-Risk
INV002349,52.2,At-Risk
INV002350,161.0,At-Risk
INV002351,77.2,At-Risk
INV002352,239.0,At-Risk
INV002353,84.66666666666667,At-Risk
INV002355,,Healthy
INV002357,68.33333333333333,At-Risk
INV002358,88.66666666666667,At-Risk
INV002360,56.125,At-Risk
INV002361,55.4,At-Risk
INV002363,106.75,At-Risk
INV002364,61.333333333333336,At-Risk
INV002365,154.0,At-Risk
INV002366,318.0,At-Risk
INV002367,52.5,At-Risk
INV002368,61.166666666666664,At-Risk
INV002369,60.0,At-Risk
INV002370,70.16666666666667,At-Risk
INV002371,,Healthy
INV002372,95.2,At-Risk
INV002373,70.14285714285714,At-Risk
INV002374,21.2,Healthy
INV002375,55.0,At-Risk
INV002376,,Healthy
INV002377,129.0,At-Risk
INV002378,112.0,At-Risk
INV002379,212.5,At-Risk
INV002380,102.33333333333333,At-Risk
INV002381,118.66666666666667,At-Risk
INV002382,55.0,At-Risk
INV002383,,Healthy
INV002384,39.111111111111114,At-Risk
INV002385,23.0,Healthy
INV002386,,Healthy
INV002387,128.25,At-Risk
INV002388,33.2,Healthy
INV002389,50.77777777777778,At-Risk
INV002390,47.0,At-Risk
INV002391,40.2,At-Risk
INV002392,83.66666666666667,At-Risk
INV002393,80.5,At-Risk
INV002394,61.75,At-Risk
INV002395,97.0,At-Risk
INV002396,,Healthy
INV002397,103.33333333333333,At-Risk
INV002399,98.0,At-Risk
INV002400,55.375,At-Risk
INV002401,59.142857142857146,At-Risk
INV002402,47.166666666666664,At-Risk
INV002403,372.0,At-Risk
INV002404,91.0,At-Risk
INV002405,111.5,At-Risk
INV002406,,Healthy
INV002407,47.833333333333336,At-Risk
INV002408,107.0,At-Risk
INV002409,55.57142857142857,At-Risk
INV002410,,Healthy
INV002411,196.0,At-Risk
INV002412,92.0,At-Risk
INV002413,53.0,At-Risk
INV002414,45.0,At-Risk
INV002415,57.42857142857143,At-Risk
INV002416,70.0,At-Risk
INV002417,83.33333333333333,At-Risk
INV002418,91.6,At-Risk
INV002419,,Healthy
INV002420,72.8,At-Risk
INV002421,,Healthy
INV002422,50.333333333333336,At-Risk
INV002423,89.5,At-Risk
INV002424,132.5,At-Risk
INV002425,97.0,At-Risk
INV002426,83.75,At-Risk
INV002427,31.0,Healthy
INV002428,,Healthy
INV002429,78.6,At-Risk
INV002430,101.66666666666667,At-Risk
INV002431,261.0,At-Risk
INV002432,289.0,At-Risk
INV002433,,Healthy
INV002434,88.2,At-Risk
INV002435,86.5,At-Risk
INV002436,152.0,At-Risk
INV002437,49.166666666666664,At-Risk
INV002438,,Healthy
INV002440,130.0,At-Risk
INV002441,192.0,At-Risk
INV002442,89.0,At-Risk
INV002443,,Healthy
INV002444,16.0,Healthy
INV002445,38.142857142857146,At-Risk
INV002446,139.66666666666666,At-Risk
INV002447,,Healthy
INV002448,65.0,At-Risk
INV002449,148.0,At-Risk
INV002450,158.0,At-Risk
INV002451,272.0,At-Risk
INV002452,72.0,At-Risk
INV002453,63.0,At-Risk
INV002454,70.5,At-Risk
INV002455,,Healthy
INV002457,300.0,At-Risk
INV002458,72.4,At-Risk
INV002459,53.714285714285715,At-Risk
INV002460,151.0,At-Risk
INV002461,146.33333333333334,At-Risk
INV002462,,Healthy
INV002463,95.4,At-Risk
INV002464,35.4,At-Risk
INV002465,28.0,Healthy
INV002466,80.66666666666667,At-Risk
INV002467,38.857142857142854,At-Risk
INV002468,71.33333333333333,At-Risk
INV002469,94.25,At-Risk
INV002470,,Healthy
INV002471,56.4,At-Risk
INV002472,153.0,At-Risk
INV002473,175.5,At-Risk
INV002474,,Healthy
INV002475,49.666666666666664,At-Risk
INV002476,86.0,At-Risk
INV002477,39.0,At-Risk
INV002478,,Healthy
INV002479,260.0,At-Risk
INV002481,,Healthy
INV002483,40.333333333333336,At-Risk
INV002484,,Healthy
INV002485,70.4,At-Risk
INV002486,73.25,At-Risk
INV002487,48.0,At-Risk
INV002488,116.66666666666667,At-Risk
INV002489,144.0,At-Risk
INV002490,70.0,At-Risk
INV002491,17.0,Healthy
INV002493,220.0,At-Risk
INV002494,,Healthy
INV002495,82.2,At-Risk
INV002496,53.0,At-Risk
INV002497,67.28571428571429,At-Risk
INV002498,,Healthy
INV002499,251.0,At-Risk
INV002500,104.5,At-Risk
INV002502,115.5,At-Risk
INV002503,52.333333333333336,At-Risk
INV002504,78.25,At-Risk
INV002505,449.0,At-Risk
INV002506,96.25,At-Risk
INV002507,138.66666666666666,At-Risk
INV002508,51.625,At-Risk
INV002509,33.666666666666664,Healthy
INV002510,64.33333333333333,At-Risk
INV002511,,Healthy
INV002512,3.0,Healthy
INV002513,106.5,At-Risk
INV002514,11.0,Healthy
INV002515,24.0,Healthy
INV002516,56.0,At-Risk
INV002517,,Healthy
INV002518,206.0,At-Risk
INV002519,,Healthy
INV002520,102.66666666666667,At-Risk
INV002521,74.6,At-Risk
INV002523,95.0,At-Risk
INV002524,,Healthy
INV002525,233.0,At-Risk
INV002526,61.25,At-Risk
INV002527,49.666666666666664,At-Risk
INV002528,76.5,At-Risk
INV002529,123.33333333333333,At-Risk
INV002530,71.42857142857143,At-Risk
INV002531,76.33333333333333,At-Risk
INV002532,121.5,At-Risk
INV002533,57.5,At-Risk
INV002534,354.0,At-Risk
INV002535,53.5,At-Risk
INV002536,133.0,At-Risk
INV002538,250.0,At-Risk
INV002539,65.0,At-Risk
INV002540,112.66666666666667,At-Risk
INV002541,,Healthy
INV002542,116.66666666666667,At-Risk
INV002543,74.66666666666667,At-Risk
INV002544,,Healthy
INV002545,333.0,At-Risk
INV002546,76.66666666666667,At-Risk
INV002547,89.0,At-Risk
INV002548,159.66666666666666,At-Risk
INV002549,104.0,At-Risk
INV002550,199.0,At-Risk
INV002551,104.0,At-Risk
INV002552,48.22222222222222,At-Risk
INV002553,162.0,At-Risk
INV002554,49.666666666666664,At-Risk
INV002555,72.0,At-Risk
INV002556,69.0,At-Risk
INV002557,67.16666666666667,At-Risk
INV002558,97.6,At-Risk
INV002559,,Healthy
INV002560,95.2,At-Risk
INV002561,64.5,At-Risk
INV002562,,Healthy
INV002563,65.8,At-Risk
INV002564,,Healthy
INV002565,111.75,At-Risk
INV002566,143.0,At-Risk
INV002567,82.0,At-Risk
INV002568,61.57142857142857,At-Risk
INV002569,,Healthy
INV002570,62.0,At-Risk
INV002571,149.0,At-Risk
INV002572,55.714285714285715,At-Risk
INV002573,,Healthy
INV002574,79.4,At-Risk
INV002575,56.125,At-Risk
INV002576,94.33333333333333,At-Risk
INV002577,61.5,At-Risk
INV002578,443.0,At-Risk
INV002579,40.8,At-Risk
INV002580,56.0,At-Risk
INV002582,77.4,At-Risk
INV002583,125.0,At-Risk
INV002584,,Healthy
INV002585,65.0,At-Risk
INV002586,87.2,At-Risk
INV002587,291.0,At-Risk
INV002588,134.5,At-Risk
INV002589,,Healthy
INV002590,50.22222222222222,At-Risk
INV002591,52.2,At-Risk
INV002592,149.0,At-Risk
INV002593,90.5,At-Risk
INV002594,94.0,At-Risk
INV002595,29.0,Healthy
INV002596,325.0,At-Risk
INV002597,193.0,At-Risk
INV002598,51.375,At-Risk
INV002599,109.5,At-Risk
INV002600,102.0,At-Risk
INV002601,54.0,At-Risk
INV002602,66.0,At-Risk
INV002603,,Healthy
INV002604,99.0,At-Risk
INV002605,405.0,At-Risk
INV002606,89.6,At-Risk
INV002607,,Healthy
INV002608,126.33333333333333,At-Risk
INV002610,334.0,At-Risk
INV002611,,Healthy
INV002612,162.0,At-Risk
INV002613,65.0,At-Risk
INV002614,108.0,At-Risk
INV002615,,Healthy
INV002616,223.0,At-Risk
INV002617,275.0,At-Risk
INV002618,,Healthy
INV002619,219.0,At-Risk
INV002620,345.0,At-Risk
INV002621,182.5,At-Risk
INV002622,76.66666666666667,At-Risk
INV002623,,Healthy
INV002624,,Healthy
INV002625,105.0,At-Risk
INV002626,94.66666666666667,At-Risk
INV002627,85.0,At-Risk
INV002628,77.0,At-Risk
INV002629,142.0,At-Risk
INV002630,43.75,At-Risk
INV002631,110.0,At-Risk
INV002632,65.57142857142857,At-Risk
INV002633,83.25,At-Risk
INV002634,25.0,Healthy
INV002635,126.5,At-Risk
INV002636,118.0,At-Risk
INV002637,115.5,At-Risk
INV002639,45.25,At-Risk
INV002640,70.0,At-Risk
INV002641,64.33333333333333,At-Risk
INV002642,108.25,At-Risk
INV002643,74.2,At-Risk
INV002645,45.166666666666664,At-Risk
INV002646,,Healthy
INV002647,89.33333333333333,At-Risk
INV002648,102.25,At-Risk
INV002649,174.0,At-Risk
INV002650,19.0,Healthy
INV002651,,Healthy
INV002652,97.5,At-Risk
INV002653,,Healthy
INV002654,61.857142857142854,At-Risk
INV002655,24.0,Healthy
INV002656,52.5,At-Risk
INV002657,228.5,At-Risk
INV002658,,Healthy
INV002659,62.333333333333336,At-Risk
INV002660,105.33333333333333,At-Risk
INV002661,60.0,At-Risk
INV002662,284.0,At-Risk
INV002664,95.33333333333333,At-Risk
INV002666,53.166666666666664,At-Risk
INV002668,97.5,At-Risk
INV002669,80.0,At-Risk
INV002670,230.0,At-Risk
INV002671,77.16666666666667,At-Risk
INV002672,,Healthy
INV002673,65.0,At-Risk
INV002674,75.8,At-Risk
INV002675,63.857142857142854,At-Risk
INV002676,83.5,At-Risk
INV002677,,Healthy
INV002678,,Healthy
INV002679,152.66666666666666,At-Risk
INV002680,83.5,At-Risk
INV002681,83.66666666666667,At-Risk
INV002682,75.0,At-Risk
INV002683,13.5,Healthy
INV002684,80.6,At-Risk
INV002685,241.0,At-Risk
INV002686,236.0,At-Risk
INV002687,80.0,At-Risk
INV002688,37.0,At-Risk
INV002689,50.0,At-Risk
INV002690,,Healthy
INV002691,,Healthy
INV002692,,Healthy
INV002693,45.833333333333336,At-Risk
INV002694,54.0,At-Risk
INV002695,,Healthy
INV002696,109.25,At-Risk
INV002697,55.333333333333336,At-Risk
INV002698,49.25,At-Risk
INV002699,182.0,At-Risk
INV002700,79.83333333333333,At-Risk
INV002701,121.0,At-Risk
INV002702,79.5,At-Risk
INV002703,202.0,At-Risk
INV002704,59.142857142857146,At-Risk
INV002705,22.571428571428573,Healthy
INV002706,73.6,At-Risk
INV002707,93.0,At-Risk
INV002708,44.25,At-Risk
INV002709,206.0,At-Risk
INV002710,3.0,Healthy
INV002711,65.57142857142857,At-Risk
INV002712,46.8,At-Risk
INV002713,162.0,At-Risk
INV002714,177.0,At-Risk
INV002715,,Healthy
INV002716,124.75,At-Risk
INV002717,362.0,At-Risk
INV002718,57.5,At-Risk
INV002719,170.0,At-Risk
INV002720,160.5,At-Risk
INV002721,,Healthy
INV002722,61.4,At-Risk
INV002723,37.75,At-Risk
INV002724,76.6,At-Risk
INV002725,207.0,At-Risk
INV002726,45.57142857142857,At-Risk
INV002727,69.66666666666667,At-Risk
INV002728,,Healthy
INV002729,,Healthy
INV002732,70.71428571428571,At-Risk
INV002733,51.57142857142857,At-Risk
INV002734,134.66666666666666,At-Risk
INV002735,68.16666666666667,At-Risk
INV002736,70.6,At-Risk
INV002737,58.42857142857143,At-Risk
INV002738,31.0,Healthy
INV002739,132.0,At-Risk
INV002740,474.0,At-Risk
INV002741,123.0,At-Risk
INV002742,,Healthy
INV002743,88.2,At-Risk
INV002744,52.888888888888886,At-Risk
INV002745,97.66666666666667,At-Risk
INV002746,68.0,At-Risk
INV002747,41.0,At-Risk
INV002748,127.66666666666667,At-Risk
INV002749,,Healthy
INV002750,72.4,At-Risk
INV002751,41.5,At-Risk
INV002752,100.5,At-Risk
INV002753,80.75,At-Risk
INV002754,116.5,At-Risk
INV002755,,Healthy
INV002756,460.0,At-Risk
INV002757,99.33333333333333,At-Risk
INV002758,81.0,At-Risk
INV002759,111.0,At-Risk
INV002760,,Healthy
INV002761,80.6,At-Risk
INV002762,87.25,At-Risk
INV002763,409.0,At-Risk
INV002764,95.66666666666667,At-Risk
INV002765,155.33333333333334,At-Risk
INV002766,70.6,At-Risk
INV002767,55.333333333333336,At-Risk
INV002768,,Healthy
INV002769,82.0,At-Risk
INV002770,202.0,At-Risk
INV002771,221.5,At-Risk
INV002772,74.5,At-Risk
INV002773,405.0,At-Risk
INV002774,114.0,At-Risk
INV002775,43.0,At-Risk
INV002776,160.5,At-Risk
INV002777,,Healthy
INV002778,350.0,At-Risk
INV002779,64.2,At-Risk
INV002780,104.0,At-Risk
INV002781,21.0,Healthy
INV002782,105.0,At-Risk
INV002783,64.0,At-Risk
INV002784,63.5,At-Risk
INV002785,29.5,Healthy
INV002786,76.33333333333333,At-Risk
INV002787,99.25,At-Risk
INV002788,88.25,At-Risk
INV002789,35.0,Healthy
INV002790,284.0,At-Risk
INV002791,165.5,At-Risk
INV002792,202.0,At-Risk
INV002793,59.333333333333336,At-Risk
INV002794,56.166666666666664,At-Risk
INV002795,,Healthy
INV002796,137.0,At-Risk
INV002797,,Healthy
INV002798,224.0,At-Risk
INV002799,70.8,At-Risk
INV002800,63.5,At-Risk
INV002801,78.0,At-Risk
INV002802,63.0,At-Risk
INV002803,64.83333333333333,At-Risk
INV002804,59.857142857142854,At-Risk
INV002805,332.0,At-Risk
INV002806,234.5,At-Risk
INV002807,100.5,At-Risk
INV002808,59.666666666666664,At-Risk
INV002809,81.4,At-Risk
INV002810,32.285714285714285,Healthy
INV002811,115.0,At-Risk
INV002813,49.0,At-Risk
INV002814,198.0,At-Risk
INV002815,,Healthy
INV002816,129.0,At-Risk
INV002817,159.0,At-Risk
INV002818,366.0,At-Risk
INV002819,35.0,Healthy
INV002820,,Healthy
INV002822,53.0,At-Risk
INV002823,333.0,At-Risk
INV002824,71.83333333333333,At-Risk
INV002825,207.5,At-Risk
INV002826,61.6,At-Risk
INV002827,73.6,At-Risk
INV002828,80.0,At-Risk
INV002829,80.0,At-Risk
INV002830,110.25,At-Risk
INV002831,40.2,At-Risk
INV002832,65.33333333333333,At-Risk
INV002833,297.0,At-Risk
INV002834,187.5,At-Risk
INV002835,82.33333333333333,At-Risk
INV002836,,Healthy
INV002837,,Healthy
INV002838,56.714285714285715,At-Risk
INV002839,114.0,At-Risk
INV002840,63.666666666666664,At-Risk
INV002841,43.4,At-Risk
INV002842,,Healthy
INV002843,43.142857142857146,At-Risk
INV002845,,Healthy
INV002846,129.0,At-Risk
INV002847,52.666666666666664,At-Risk
INV002848,,Healthy
INV002849,54.0,At-Risk
INV002850,53.166666666666664,At-Risk
INV002851,245.0,At-Risk
INV002852,75.8,At-Risk
INV002853,,Healthy
INV002854,190.0,At-Risk
INV002855,120.0,At-Risk
INV002856,129.66666666666666,At-Risk
INV002857,,Healthy
INV002858,161.0,At-Risk
INV002859,76.5,At-Risk
INV002860,196.5,At-Risk
INV002861,121.25,At-Risk
INV002862,152.66666666666666,At-Risk
INV002863,74.4,At-Risk
INV002864,79.0,At-Risk
INV002865,37.2,At-Risk
INV002866,148.0,At-Risk
INV002867,125.0,At-Risk
INV002868,101.66666666666667,At-Risk
INV002869,58.75,At-Risk
INV002870,48.2,At-Risk
INV002871,,Healthy
INV002872,85.6,At-Risk
INV002873,98.2,At-Risk
INV002874,120.5,At-Risk
INV002875,58.0,At-Risk
INV002876,348.0,At-Risk
INV002877,86.33333333333333,At-Risk
INV002878,,Healthy
INV002879,72.16666666666667,At-Risk
INV002881,43.6,At-Risk
INV002882,191.0,At-Risk
INV002883,96.0,At-Risk
INV002884,,Healthy
INV002885,,Healthy
INV002886,44.333333333333336,At-Risk
INV002888,53.333333333333336,At-Risk
INV002890,101.25,At-Risk
INV002891,72.71428571428571,At-Risk
INV002892,209.0,At-Risk
INV002893,50.0,At-Risk
INV002894,11.0,Healthy
INV002895,95.75,At-Risk
INV002896,70.66666666666667,At-Risk
INV002897,85.25,At-Risk
INV002898,58.0,At-Risk
INV002899,224.0,At-Risk
INV002900,64.2,At-Risk
INV002901,94.0,At-Risk
